model_a,model_b,a_acc,b_acc,delta_acc,n,n10,n01,statistic,p_value
tfidf-GradientBoosting,tfidf-XGBoost,0.5878787878787879,0.5727272727272728,0.015151515151515138,660,77,67,67.0,0.4533716994309742
tfidf-KNeighbors,tfidf-LightGBM,0.5484848484848485,0.5636363636363636,-0.015151515151515138,660,117,127,117.0,0.5645926559195692
tfidf-KNeighbors,tfidf-LogisticRegression,0.5484848484848485,0.6045454545454545,-0.05606060606060603,660,73,110,73.0,0.007615282152829209
tfidf-KNeighbors,tfidf-MultinomialNB,0.5484848484848485,0.5984848484848485,-0.050000000000000044,660,74,107,74.0,0.017139795178384837
tfidf-KNeighbors,tfidf-RandomForest,0.5484848484848485,0.5909090909090909,-0.042424242424242475,660,98,126,98.0,0.07099158684192663
tfidf-KNeighbors,tfidf-SVC,0.5484848484848485,0.5803030303030303,-0.03181818181818186,660,87,108,87.0,0.15189443947042966
tfidf-KNeighbors,tfidf-XGBoost,0.5484848484848485,0.5727272727272728,-0.024242424242424288,660,123,139,123.0,0.35410312550004547
tfidf-LightGBM,tfidf-LogisticRegression,0.5636363636363636,0.6045454545454545,-0.040909090909090895,660,79,106,79.0,0.05563867923365754
tfidf-LightGBM,tfidf-MultinomialNB,0.5636363636363636,0.5984848484848485,-0.034848484848484906,660,108,131,108.0,0.15457114715373294
tfidf-LightGBM,tfidf-RandomForest,0.5636363636363636,0.5909090909090909,-0.027272727272727337,660,60,78,60.0,0.14759186416886094
tfidf-LightGBM,tfidf-SVC,0.5636363636363636,0.5803030303030303,-0.01666666666666672,660,112,123,112.0,0.5142761917350679
tfidf-LightGBM,tfidf-XGBoost,0.5636363636363636,0.5727272727272728,-0.00909090909090915,660,41,47,41.0,0.5942882951469404
tfidf-LogisticRegression,tfidf-MultinomialNB,0.6045454545454545,0.5984848484848485,0.006060606060605989,660,57,53,53.0,0.7750029828306242
tfidf-LogisticRegression,tfidf-RandomForest,0.6045454545454545,0.5909090909090909,0.013636363636363558,660,59,50,50.0,0.44366950120234844
tfidf-LogisticRegression,tfidf-SVC,0.6045454545454545,0.5803030303030303,0.024242424242424176,660,63,47,47.0,0.15233780606025268
tfidf-LogisticRegression,tfidf-XGBoost,0.6045454545454545,0.5727272727272728,0.031818181818181746,660,96,75,75.0,0.1259087711876438
tfidf-MultinomialNB,tfidf-RandomForest,0.5984848484848485,0.5909090909090909,0.007575757575757569,660,101,96,96.0,0.7757387167068797
tfidf-MultinomialNB,tfidf-SVC,0.5984848484848485,0.5803030303030303,0.018181818181818188,660,98,86,86.0,0.41747929168161463
tfidf-MultinomialNB,tfidf-XGBoost,0.5984848484848485,0.5727272727272728,0.025757575757575757,660,133,116,116.0,0.31059869803371554
tfidf-RandomForest,tfidf-SVC,0.5909090909090909,0.5803030303030303,0.010606060606060619,660,97,90,90.0,0.6609484635151922
tfidf-RandomForest,tfidf-XGBoost,0.5909090909090909,0.5727272727272728,0.018181818181818188,660,63,51,51.0,0.3028775526303242
tfidf-SVC,tfidf-XGBoost,0.5803030303030303,0.5727272727272728,0.007575757575757569,660,121,116,116.0,0.7950626579516741
