model_a,model_b,a_acc,b_acc,delta_acc,n,n10,n01,statistic,p_value
bert_meta-LogisticRegression,tfidf-SVC,0.8282828282828283,0.6565656565656566,0.1717171717171717,99,23,6,6.0,0.002315700054168701
bert_meta-LogisticRegression,tfidf-XGBoost,0.8282828282828283,0.6161616161616161,0.21212121212121215,99,30,9,9.0,0.0010650196345523
bert_meta-RandomForest,bert_meta-SVC,0.8282828282828283,0.7878787878787878,0.04040404040404044,99,12,8,8.0,0.5034446716308594
bert_meta-RandomForest,bert_num-LogisticRegression,0.8282828282828283,0.797979797979798,0.030303030303030276,99,8,5,5.0,0.5810546875
bert_meta-RandomForest,bert_num-RandomForest,0.8282828282828283,0.8282828282828283,0.0,99,2,2,2.0,1.0
bert_meta-RandomForest,bert_num-SVC,0.8282828282828283,0.7474747474747475,0.08080808080808077,99,11,3,3.0,0.057373046875
bert_meta-RandomForest,tfidf-DecisionTree,0.8282828282828283,0.6868686868686869,0.14141414141414144,99,22,8,8.0,0.016124801710247997
bert_meta-RandomForest,tfidf-GradientBoosting,0.8282828282828283,0.6565656565656566,0.1717171717171717,99,25,8,8.0,0.004551384132355452
bert_meta-RandomForest,tfidf-KNeighbors,0.8282828282828283,0.5757575757575758,0.2525252525252525,99,32,7,7.0,7.025478407740593e-05
bert_meta-RandomForest,tfidf-LightGBM,0.8282828282828283,0.6666666666666666,0.16161616161616166,99,22,6,6.0,0.0037191659212112427
bert_meta-RandomForest,tfidf-LogisticRegression,0.8282828282828283,0.6666666666666666,0.16161616161616166,99,24,8,8.0,0.0070003666914999485
bert_meta-RandomForest,tfidf-MultinomialNB,0.8282828282828283,0.5757575757575758,0.2525252525252525,99,31,6,6.0,4.12575900554657e-05
bert_meta-RandomForest,tfidf-RandomForest,0.8282828282828283,0.7272727272727273,0.101010101010101,99,18,8,8.0,0.07551869750022888
bert_meta-RandomForest,tfidf-SVC,0.8282828282828283,0.6565656565656566,0.1717171717171717,99,23,6,6.0,0.002315700054168701
bert_meta-RandomForest,tfidf-XGBoost,0.8282828282828283,0.6161616161616161,0.21212121212121215,99,29,8,8.0,0.0007528970600105822
bert_meta-SVC,bert_num-LogisticRegression,0.7878787878787878,0.797979797979798,-0.010101010101010166,99,3,4,3.0,1.0
bert_meta-SVC,bert_num-RandomForest,0.7878787878787878,0.8282828282828283,-0.04040404040404044,99,8,12,8.0,0.5034446716308594
bert_meta-SVC,bert_num-SVC,0.7878787878787878,0.7474747474747475,0.04040404040404033,99,10,6,6.0,0.454498291015625
bert_meta-SVC,tfidf-DecisionTree,0.7878787878787878,0.6868686868686869,0.101010101010101,99,21,11,11.0,0.11018416518345475
bert_meta-SVC,tfidf-GradientBoosting,0.7878787878787878,0.6565656565656566,0.13131313131313127,99,23,10,10.0,0.03508203336969018
bert_meta-SVC,tfidf-KNeighbors,0.7878787878787878,0.5757575757575758,0.21212121212121204,99,31,10,10.0,0.0014504910141113214
bert_meta-SVC,tfidf-LightGBM,0.7878787878787878,0.6666666666666666,0.12121212121212122,99,21,9,9.0,0.042773945257067694
bert_meta-SVC,tfidf-LogisticRegression,0.7878787878787878,0.6666666666666666,0.12121212121212122,99,23,11,11.0,0.05761267291381955
bert_meta-SVC,tfidf-MultinomialNB,0.7878787878787878,0.5757575757575758,0.21212121212121204,99,30,9,9.0,0.0010650196345523
bert_meta-SVC,tfidf-RandomForest,0.7878787878787878,0.7272727272727273,0.06060606060606055,99,15,9,9.0,0.30745625495910645
bert_meta-SVC,tfidf-SVC,0.7878787878787878,0.6565656565656566,0.13131313131313127,99,22,9,9.0,0.029449373483657837
bert_meta-SVC,tfidf-XGBoost,0.7878787878787878,0.6161616161616161,0.1717171717171717,99,28,11,11.0,0.009475304279476404
bert_num-LogisticRegression,bert_num-RandomForest,0.797979797979798,0.8282828282828283,-0.030303030303030276,99,6,9,6.0,0.6072387695312499
bert_num-LogisticRegression,bert_num-SVC,0.797979797979798,0.7474747474747475,0.0505050505050505,99,9,4,4.0,0.266845703125
bert_num-LogisticRegression,tfidf-DecisionTree,0.797979797979798,0.6868686868686869,0.11111111111111116,99,22,11,11.0,0.08014331245794892
bert_num-LogisticRegression,tfidf-GradientBoosting,0.797979797979798,0.6565656565656566,0.14141414141414144,99,23,9,9.0,0.020061607006937265
bert_num-LogisticRegression,tfidf-KNeighbors,0.797979797979798,0.5757575757575758,0.2222222222222222,99,31,9,9.0,0.0006795482549932785
bert_num-LogisticRegression,tfidf-LightGBM,0.797979797979798,0.6666666666666666,0.13131313131313138,99,21,8,8.0,0.0241195447742939
bert_num-LogisticRegression,tfidf-LogisticRegression,0.797979797979798,0.6666666666666666,0.13131313131313138,99,24,11,11.0,0.040959591511636986
bert_num-LogisticRegression,tfidf-MultinomialNB,0.797979797979798,0.5757575757575758,0.2222222222222222,99,28,6,6.0,0.00019512558355927467
bert_num-LogisticRegression,tfidf-RandomForest,0.797979797979798,0.7272727272727273,0.07070707070707072,99,16,9,9.0,0.2295229434967041
bert_num-LogisticRegression,tfidf-SVC,0.797979797979798,0.6565656565656566,0.14141414141414144,99,21,7,7.0,0.012540951371192932
bert_num-LogisticRegression,tfidf-XGBoost,0.797979797979798,0.6161616161616161,0.18181818181818188,99,28,10,10.0,0.0050976432976312935
bert_num-RandomForest,bert_num-SVC,0.8282828282828283,0.7474747474747475,0.08080808080808077,99,12,4,4.0,0.076812744140625
bert_num-RandomForest,tfidf-DecisionTree,0.8282828282828283,0.6868686868686869,0.14141414141414144,99,22,8,8.0,0.016124801710247997
bert_num-RandomForest,tfidf-GradientBoosting,0.8282828282828283,0.6565656565656566,0.1717171717171717,99,24,7,7.0,0.003326892852783203
bert_num-RandomForest,tfidf-KNeighbors,0.8282828282828283,0.5757575757575758,0.2525252525252525,99,33,8,8.0,0.00011222142620681552
bert_num-RandomForest,tfidf-LightGBM,0.8282828282828283,0.6666666666666666,0.16161616161616166,99,22,6,6.0,0.0037191659212112427
bert_num-RandomForest,tfidf-LogisticRegression,0.8282828282828283,0.6666666666666666,0.16161616161616166,99,24,8,8.0,0.0070003666914999485
bert_num-RandomForest,tfidf-MultinomialNB,0.8282828282828283,0.5757575757575758,0.2525252525252525,99,31,6,6.0,4.12575900554657e-05
bert_num-RandomForest,tfidf-RandomForest,0.8282828282828283,0.7272727272727273,0.101010101010101,99,17,7,7.0,0.06391465663909912
bert_num-RandomForest,tfidf-SVC,0.8282828282828283,0.6565656565656566,0.1717171717171717,99,22,5,5.0,0.0015137195587158203
bert_num-RandomForest,tfidf-XGBoost,0.8282828282828283,0.6161616161616161,0.21212121212121215,99,27,6,6.0,0.0003240634687244892
bert_num-SVC,tfidf-DecisionTree,0.7474747474747475,0.6868686868686869,0.06060606060606066,99,21,15,15.0,0.4050322461407632
bert_num-SVC,tfidf-GradientBoosting,0.7474747474747475,0.6565656565656566,0.09090909090909094,99,22,13,13.0,0.175465248990804
bert_num-SVC,tfidf-KNeighbors,0.7474747474747475,0.5757575757575758,0.1717171717171717,99,27,10,10.0,0.007632078602910042
bert_num-SVC,tfidf-LightGBM,0.7474747474747475,0.6666666666666666,0.08080808080808088,99,21,13,13.0,0.22948101302608848
bert_num-SVC,tfidf-LogisticRegression,0.7474747474747475,0.6666666666666666,0.08080808080808088,99,20,12,12.0,0.21532714972272515
bert_num-SVC,tfidf-MultinomialNB,0.7474747474747475,0.5757575757575758,0.1717171717171717,99,25,8,8.0,0.004551384132355452
bert_num-SVC,tfidf-RandomForest,0.7474747474747475,0.7272727272727273,0.02020202020202022,99,17,15,15.0,0.860050065908581
bert_num-SVC,tfidf-SVC,0.7474747474747475,0.6565656565656566,0.09090909090909094,99,19,10,10.0,0.13604594767093658
bert_num-SVC,tfidf-XGBoost,0.7474747474747475,0.6161616161616161,0.13131313131313138,99,28,15,15.0,0.0659940344557981
tfidf-DecisionTree,tfidf-GradientBoosting,0.6868686868686869,0.6565656565656566,0.030303030303030276,99,12,9,9.0,0.6636238098144531
tfidf-DecisionTree,tfidf-KNeighbors,0.6868686868686869,0.5757575757575758,0.11111111111111105,99,22,11,11.0,0.08014331245794892
tfidf-DecisionTree,tfidf-LightGBM,0.6868686868686869,0.6666666666666666,0.02020202020202022,99,6,4,4.0,0.75390625
tfidf-DecisionTree,tfidf-LogisticRegression,0.6868686868686869,0.6666666666666666,0.02020202020202022,99,13,11,11.0,0.8388197422027588
tfidf-DecisionTree,tfidf-MultinomialNB,0.6868686868686869,0.5757575757575758,0.11111111111111105,99,25,14,14.0,0.10812902140605732
tfidf-DecisionTree,tfidf-RandomForest,0.6868686868686869,0.7272727272727273,-0.04040404040404044,99,7,11,7.0,0.480682373046875
tfidf-DecisionTree,tfidf-SVC,0.6868686868686869,0.6565656565656566,0.030303030303030276,99,17,14,14.0,0.720100131817162
tfidf-DecisionTree,tfidf-XGBoost,0.6868686868686869,0.6161616161616161,0.07070707070707072,99,12,5,5.0,0.143463134765625
tfidf-GradientBoosting,tfidf-KNeighbors,0.6565656565656566,0.5757575757575758,0.08080808080808077,99,19,11,11.0,0.20048842206597334
tfidf-GradientBoosting,tfidf-LightGBM,0.6565656565656566,0.6666666666666666,-0.010101010101010055,99,11,12,11.0,1.0
tfidf-GradientBoosting,tfidf-LogisticRegression,0.6565656565656566,0.6666666666666666,-0.010101010101010055,99,8,9,8.0,1.0
tfidf-GradientBoosting,tfidf-MultinomialNB,0.6565656565656566,0.5757575757575758,0.08080808080808077,99,19,11,11.0,0.20048842206597334
tfidf-GradientBoosting,tfidf-RandomForest,0.6565656565656566,0.7272727272727273,-0.07070707070707072,99,6,13,6.0,0.1670684814453125
tfidf-GradientBoosting,tfidf-SVC,0.6565656565656566,0.6565656565656566,0.0,99,12,12,12.0,1.0
tfidf-GradientBoosting,tfidf-XGBoost,0.6565656565656566,0.6161616161616161,0.04040404040404044,99,13,9,9.0,0.5234670639038086
tfidf-KNeighbors,tfidf-LightGBM,0.5757575757575758,0.6666666666666666,-0.09090909090909083,99,11,20,11.0,0.14961278438568115
tfidf-KNeighbors,tfidf-LogisticRegression,0.5757575757575758,0.6666666666666666,-0.09090909090909083,99,7,16,7.0,0.0931396484375
tfidf-KNeighbors,tfidf-MultinomialNB,0.5757575757575758,0.5757575757575758,0.0,99,20,20,20.0,1.0
tfidf-KNeighbors,tfidf-RandomForest,0.5757575757575758,0.7272727272727273,-0.1515151515151515,99,10,25,10.0,0.016673847800120715
tfidf-KNeighbors,tfidf-SVC,0.5757575757575758,0.6565656565656566,-0.08080808080808077,99,13,21,13.0,0.22948101302608848
tfidf-KNeighbors,tfidf-XGBoost,0.5757575757575758,0.6161616161616161,-0.04040404040404033,99,14,18,14.0,0.5966148958541453
tfidf-LightGBM,tfidf-LogisticRegression,0.6666666666666666,0.6666666666666666,0.0,99,13,13,13.0,1.0
tfidf-LightGBM,tfidf-MultinomialNB,0.6666666666666666,0.5757575757575758,0.09090909090909083,99,25,16,16.0,0.21102359760880063
tfidf-LightGBM,tfidf-RandomForest,0.6666666666666666,0.7272727272727273,-0.06060606060606066,99,6,12,6.0,0.237884521484375
tfidf-LightGBM,tfidf-SVC,0.6666666666666666,0.6565656565656566,0.010101010101010055,99,17,16,16.0,1.0
tfidf-LightGBM,tfidf-XGBoost,0.6666666666666666,0.6161616161616161,0.0505050505050505,99,7,2,2.0,0.1796875
tfidf-LogisticRegression,tfidf-MultinomialNB,0.6666666666666666,0.5757575757575758,0.09090909090909083,99,20,11,11.0,0.14961278438568115
tfidf-LogisticRegression,tfidf-RandomForest,0.6666666666666666,0.7272727272727273,-0.06060606060606066,99,7,13,7.0,0.26317596435546875
tfidf-LogisticRegression,tfidf-SVC,0.6666666666666666,0.6565656565656566,0.010101010101010055,99,10,9,9.0,1.0
tfidf-LogisticRegression,tfidf-XGBoost,0.6666666666666666,0.6161616161616161,0.0505050505050505,99,15,10,10.0,0.42435622215270996
tfidf-MultinomialNB,tfidf-RandomForest,0.5757575757575758,0.7272727272727273,-0.1515151515151515,99,9,24,9.0,0.013530986849218607
tfidf-MultinomialNB,tfidf-SVC,0.5757575757575758,0.6565656565656566,-0.08080808080808077,99,5,13,5.0,0.09625244140625
tfidf-MultinomialNB,tfidf-XGBoost,0.5757575757575758,0.6161616161616161,-0.04040404040404033,99,20,24,20.0,0.651587827208914
tfidf-RandomForest,tfidf-SVC,0.7272727272727273,0.6565656565656566,0.07070707070707072,99,15,8,8.0,0.21003961563110352
tfidf-RandomForest,tfidf-XGBoost,0.7272727272727273,0.6161616161616161,0.11111111111111116,99,16,5,5.0,0.02660369873046875
tfidf-SVC,tfidf-XGBoost,0.6565656565656566,0.6161616161616161,0.04040404040404044,99,19,15,15.0,0.6075913612730801
